minute_epoch,platform,country,content_id,video_type,delta_sessions
1785064020,FIRE_TV,india,2078158543,vod,-1
1785064020,ANDROID_PHONE,india,21104972,,-1
1785064020,ANDROID_PHONE,india,21320146,vod,-1
1785064020,SONY_ANDROID_TV,india,2078158755,vod,-1
1785064020,ANDROID_PHONE,india,21137967,vod,1
1785064020,ANDROID_PHONE,india,20998130,,1
1785064020,IPHONE,india,21047049,vod,-1
1785064020,ANDROID_PHONE,india,21209069,vod,-1
1785064020,ANDROID_PHONE,india,21197007,vod,-1
1785064020,JIO_ANDROID_TV,india,21316709,,1
1785064020,ANDROID_PHONE,india,21153488,vod,-1
1785064020,ANDROID_PHONE,india,2049047424,vod,-1
1785064020,ANDROID_PHONE,india,2049035875,vod,1
1785064020,ANDROID_PHONE,india,2049046157,vod,-1
1785064020,ANDROID_PHONE,india,2078157893,vod,-1
1785064020,ANDROID_PHONE,india,2078158542,vod,1
1785064020,JIO_ANDROID_TV,india,21312187,vod,1
1785064020,ANDROID_PHONE,india,21353580,vod,-1
1785064020,ANDROID_PHONE,india,21329405,vod,1
1785064020,ANDROID_PHONE,india,21176011,vod,1
1785064020,ANDROID_PHONE,india,21340764,vod,1
1785064020,ANDROID_PHONE,india,21309026,vod,1
1785064020,IPHONE,india,2078158385,vod,1
1785064020,ANDROID_PHONE,india,21330024,vod,1
1785064020,JIO_ANDROID_TV,india,2078158511,vod,1
1785064020,ANDROID_PHONE,india,21113698,vod,-1
1785064020,FIRE_TV,india,2078158160,vod,-1
1785064020,IPHONE,india,2078158629,,1
1785064020,IPHONE,india,2048986530,vod,-1
1785064020,JIO_ANDROID_TV,india,21326611,vod,-1
1785064020,ANDROID_PHONE,india,21329112,vod,1
1785064020,ANDROID_PHONE,india,21211528,vod,-1
1785064020,ANDROID_PHONE,india,21312791,vod,-1
1785064020,ANDROID_TAB,india,2078164717,vod,1
1785064020,ANDROID_PHONE,india,2078169050,vod,-1
1785064020,IPHONE,india,2078158754,vod,-1
1785064020,ANDROID_PHONE,india,2078157578,vod,1
1785064020,ANDROID_PHONE,india,2049031737,vod,1
1785064020,SONY_ANDROID_TV,india,2078157400,vod,-1
1785064020,ANDROID_PHONE,india,21271553,vod,1
1785064020,IPHONE,india,21326749,vod,-1
1785064020,ANDROID_PHONE,india,2078158293,vod,1
1785064020,ANDROID_PHONE,india,21358930,vod,1
1785064020,ANDROID_PHONE,india,21331239,vod,-1
1785064020,ANDROID_PHONE,india,21319986,vod,-1
1785064020,IPHONE,india,2078158845,vod,1
1785064020,ANDROID_PHONE,india,2049040682,vod,1
1785064020,ANDROID_PHONE,india,2049035972,vod,1
1785064020,ANDROID_PHONE,india,2078168463,vod,-1
1785064020,IPHONE,india,21329344,,1
1785064020,IPHONE,india,21281810,vod,-1
1785064020,ANDROID_PHONE,india,21180360,vod,1
1785064020,ANDROID_PHONE,india,2078157680,live,1
1785064020,ANDROID_PHONE,india,2078158318,vod,-1
1785064020,JIO_ANDROID_TV,india,21204445,vod,-1
1785064020,IPHONE,india,2078157848,vod,1
1785064020,SONY_ANDROID_TV,india,2078158760,vod,2
1785064020,ANDROID_PHONE,india,21311868,vod,-1
1785064020,ANDROID_PHONE,india,21109576,vod,-1
1785064020,Mweb,india,21325401,vod,1
1785064020,IPHONE,india,21267899,vod,-1
1785064020,IPHONE,india,2078157821,live,2
1785064020,IPHONE,india,21178301,vod,-1
1785064020,ANDROID_PHONE,india,21312244,vod,-1
1785064020,ANDROID_PHONE,india,21311944,vod,1
1785064020,ANDROID_PHONE,india,21311605,vod,1
1785064020,IPHONE,india,2078158479,vod,-1
1785064020,ANDROID_PHONE,india,2078158476,vod,-1
1785064020,IPHONE,india,2049038374,vod,1
1785064020,ANDROID_PHONE,india,21009390,vod,1
1785064020,ANDROID_PHONE,india,21329643,vod,-1
1785064020,ANDROID_PHONE,india,20997339,vod,1
1785064020,ANDROID_PHONE,india,21305440,vod,-1
1785064020,JIO_ANDROID_TV,india,20998223,vod,-1
1785064020,JIO_ANDROID_TV,india,20995834,vod,1
1785064020,Mweb,india,21186287,,-1
1785064020,ANDROID_PHONE,india,2078169011,vod,-1
1785064020,IPHONE,india,2078158759,vod,-1
1785064020,ANDROID_PHONE,india,2078158653,vod,-1
1785064020,ANDROID_PHONE,india,2048996186,vod,1
1785064020,ANDROID_PHONE,india,2078157391,vod,2
1785064020,SONY_ANDROID_TV,india,2078157818,live,-3
1785064020,ANDROID_PHONE,india,20998208,vod,-1
1785064020,ANDROID_PHONE,india,21169141,vod,1
1785064020,SAMSUNG_HTML_TV,india,21305382,vod,1
1785064020,ANDROID_PHONE,india,21314384,vod,1
1785064020,ANDROID_PHONE,india,21311732,vod,1
1785064020,XIAOMI_ANDROID_TV,india,2078158542,vod,-1
1785064020,ANDROID_PHONE,india,21305952,vod,-1
1785064020,ANDROID_PHONE,india,21135875,vod,1
1785064020,ANDROID_PHONE,india,21353487,vod,1
1785064020,ANDROID_PHONE,india,21266468,vod,-1
1785064020,ANDROID_PHONE,india,2078157965,vod,-2
1785064020,Mweb,india,2078158293,vod,1
1785064020,ANDROID_PHONE,india,2049035569,vod,1
1785064020,ANDROID_PHONE,india,2078157333,vod,2
1785064020,IPHONE,india,2078158496,vod,1
1785064020,IPHONE,india,21033267,vod,1
1785064020,ANDROID_PHONE,india,2049025371,vod,-1
1785064020,ANDROID_TAB,india,21266621,vod,1
1785064020,JIO_ANDROID_TV,india,21104103,vod,1
1785064020,ANDROID_PHONE,india,21359180,vod,-1
1785064020,IPHONE,india,2048990980,vod,1
1785064020,JIO_ANDROID_TV,india,21315057,vod,1
1785064020,JIO_ANDROID_TV,india,2078158187,vod,-1
1785064020,ANDROID_PHONE,india,20995287,,1
1785064020,ANDROID_PHONE,india,21039184,vod,-1
1785064020,ANDROID_PHONE,india,21360693,vod,-1
1785064020,JIO_ANDROID_TV,india,2078157304,vod,1
1785064020,ANDROID_PHONE,india,2078163669,vod,-1
1785064020,ANDROID_PHONE,india,2078163529,vod,-1
1785064020,IPHONE,india,2078157965,vod,1
1785064020,JIO_ANDROID_TV,india,2078157682,live,2
1785064020,IPHONE,india,2078157864,vod,-1
1785064020,LG_HTML_TV,india,2078158760,vod,1
1785064020,JIO_ANDROID_TV,india,2078167451,vod,-1
1785064020,JIO_ANDROID_TV,india,2078168104,vod,-1
1785064020,Mweb,india,2048988608,vod,1
1785064020,ANDROID_TAB,india,2078158762,vod,1
1785064020,IPHONE,india,2078157682,live,1
1785064020,JIO_ANDROID_TV,india,2078157161,vod,-1
1785064020,JIO_ANDROID_TV,india,21329189,vod,1
1785064020,Mweb,india,2078158291,vod,-1
1785064020,IPHONE,india,2049046150,vod,-2
1785064020,SONY_ANDROID_TV,india,2078157682,live,1
1785064020,IPHONE,india,2078158731,,-1
1785064020,ANDROID_PHONE,india,21305471,vod,1
1785064020,SONY_ANDROID_TV,india,20998217,vod,1
1785064020,IPHONE,india,21060969,vod,1
1785064020,JIO_ANDROID_TV,india,2078157818,live,-2
1785064020,JIO_ANDROID_TV,india,21063200,vod,-1
1785064020,ANDROID_PHONE,india,21055815,vod,-1
1785064020,ANDROID_PHONE,india,2078157018,vod,1
1785064020,JIO_ANDROID_TV,india,2078157821,live,-2
1785064020,ANDROID_TAB,india,21180198,vod,1
1785064020,IPHONE,india,2049045895,vod,-1
1785064020,SAMSUNG_HTML_TV,india,21308372,vod,1
1785064020,ANDROID_PHONE,india,21060974,vod,-1
1785064020,ANDROID_PHONE,india,21311623,vod,-1
1785064020,IPHONE,india,2078164882,vod,-1
1785064020,ANDROID_PHONE,india,21224559,vod,1
1785064020,ANDROID_PHONE,india,21325420,vod,-1
1785064020,ANDROID_PHONE,india,21321358,vod,1
1785064020,ANDROID_PHONE,india,2049027161,vod,1
1785064020,Mweb,india,2048987514,vod,-1
1785064020,ANDROID_PHONE,india,2078168255,vod,1
1785064020,SONY_ANDROID_TV,india,2078158236,vod,-1
1785064020,Mweb,india,2078157404,vod,-1
1785064020,ANDROID_PHONE,india,21108013,vod,1
1785064020,Mweb,india,2078158165,vod,-1
1785064020,SONY_ANDROID_TV,india,20981916,vod,1
1785064020,JIO_ANDROID_TV,india,21315553,vod,1
1785064020,ANDROID_PHONE,india,21314184,vod,-1
1785064020,ANDROID_PHONE,india,21329579,vod,1
1785064020,ANDROID_PHONE,india,2078157004,vod,1
1785064020,IPHONE,india,2078158755,vod,2
1785064020,ANDROID_PHONE,india,21326542,vod,-1
1785064020,ANDROID_PHONE,india,21322043,vod,1
1785064020,ANDROID_PHONE,india,2078163746,,1
1785064020,SAMSUNG_HTML_TV,india,2078157624,vod,1
1785064020,SONY_ANDROID_TV,india,21143579,vod,1
1785064020,ANDROID_PHONE,india,2078168915,vod,-1
1785064020,ANDROID_PHONE,india,2048993400,vod,-1
1785064020,ANDROID_PHONE,india,21051727,vod,-1
1785064020,IPHONE,india,2078157616,vod,-2
1785064020,ANDROID_PHONE,india,21316647,vod,1
1785064020,ANDROID_PHONE,india,21305649,vod,-1
1785064020,SONY_ANDROID_TV,india,20982793,vod,-1
1785064020,LG_HTML_TV,india,2078157818,live,-1
1785064020,IPHONE,india,21154714,vod,1
1785064020,ANDROID_PHONE,india,2078162962,vod,-1
1785064020,ANDROID_PHONE,india,21057884,vod,-1
1785064020,ANDROID_PHONE,india,21359321,vod,1
1785064020,JIO_ANDROID_TV,india,2078157924,vod,1
1785064020,ANDROID_PHONE,india,21305999,vod,1
1785064020,ANDROID_PHONE,india,21303392,vod,-1
1785064020,ANDROID_PHONE,india,2049045613,vod,1
1785064020,IPHONE,india,21215297,vod,-1
1785064020,IPHONE,india,2078164714,vod,1
1785064020,ANDROID_PHONE,india,21273208,vod,1
1785064020,ANDROID_PHONE,india,21223144,vod,1
1785064020,IPHONE,india,2078164789,vod,-1
1785064020,ANDROID_PHONE,india,21026066,vod,-1
1785064020,ANDROID_PHONE,india,21196218,vod,-1
1785064020,ANDROID_PHONE,india,21330671,vod,1
1785064020,IPHONE,india,2078158118,vod,-1
1785064020,LG_HTML_TV,india,2078158543,vod,1
1785064020,ANDROID_PHONE,india,21312381,vod,-1
1785064020,ANDROID_PHONE,india,2078158091,vod,-1
1785064020,ANDROID_PHONE,india,2049039519,vod,-1
1785064020,SONY_ANDROID_TV,india,2078158511,vod,-1
1785064020,ANDROID_PHONE,india,2048986557,vod,1
1785064020,ANDROID_PHONE,india,2078157402,vod,-1
1785064020,ANDROID_PHONE,india,21353479,vod,-1
1785064020,ANDROID_PHONE,india,21330538,,1
1785064020,LG_HTML_TV,india,2078157907,vod,-1
1785064020,IPHONE,india,21139441,vod,-1
1785064020,ANDROID_PHONE,india,21312099,vod,-1
1785064020,ANDROID_PHONE,india,2049038812,vod,1
1785064020,ANDROID_PHONE,india,2078167759,vod,-1
1785064020,IPHONE,india,2078168807,vod,-1
1785064020,XIAOMI_ANDROID_TV,india,2078158190,vod,-1
1785064020,ANDROID_PHONE,india,20992852,vod,-1
1785064020,ANDROID_PHONE,india,2078167775,vod,-1
1785064020,IPHONE,india,2078158511,vod,-1
1785064020,Mweb,india,2078158496,vod,-1
1785064020,ANDROID_PHONE,india,21330530,vod,-1
1785064020,ANDROID_PHONE,india,2078157958,vod,-1
1785064020,ANDROID_PHONE,india,21142418,vod,-1
1785064020,IPHONE,india,2078158318,vod,1
1785064020,ANDROID_PHONE,india,21171547,vod,-1
1785064020,Mweb,india,21330285,vod,-1
1785064020,ANDROID_PHONE,india,2078158093,vod,-1
1785064020,ANDROID_PHONE,india,21055033,vod,1
1785064020,XIAOMI_ANDROID_TV,india,21330269,vod,-1
1785064020,Mweb,india,21311741,,1
1785064020,IPHONE,india,21355139,vod,1
1785064020,ANDROID_PHONE,india,21222693,,1
1785064020,SONY_ANDROID_TV,india,2078157848,vod,1
1785064020,ANDROID_PHONE,india,21321601,vod,-1
1785064020,JIO_ANDROID_TV,india,21002995,vod,-1
1785064020,ANDROID_PHONE,india,21105064,,-1
1785064020,ANDROID_PHONE,india,2078157616,vod,-1
1785064020,IPHONE,india,21315553,vod,1
1785064020,JIO_ANDROID_TV,india,2078158222,vod,-1
1785064020,ANDROID_PHONE,india,21118618,vod,-1
1785064020,SONY_ANDROID_TV,india,2078158543,vod,1
1785064020,JIO_ANDROID_TV,india,21164706,vod,1
1785064020,JIO_ANDROID_TV,india,20984314,vod,-1
1785064020,ANDROID_PHONE,india,21330003,vod,-1
1785064020,SONY_ANDROID_TV,india,21324922,vod,1
1785064020,ANDROID_PHONE,india,2078158740,,-1
1785064020,SONY_ANDROID_TV,india,2049046275,vod,1
1785064020,ANDROID_TAB,india,2078157818,live,1
1785064020,ANDROID_PHONE,india,21353476,vod,1
1785064020,ANDROID_PHONE,india,2078157849,vod,-1
1785064020,ANDROID_PHONE,india,21061704,vod,-1
1785064020,ANDROID_PHONE,india,2078158478,vod,-1
1785064020,IPHONE,india,21002606,vod,-1
1785064020,XIAOMI_ANDROID_TV,india,21315547,vod,-1
1785064020,ANDROID_PHONE,india,21019615,vod,-1
1785064020,SONY_ANDROID_TV,india,21215923,vod,-1
1785064020,IPHONE,india,2078158752,vod,1
1785064020,IPHONE,india,2078157446,vod,-1
1785064020,ANDROID_PHONE,india,21026191,vod,1
1785064020,ANDROID_PHONE,india,2078158540,vod,-1
1785064020,ANDROID_PHONE,india,21191950,vod,1
1785064020,SONY_ANDROID_TV,india,21231589,vod,1
1785064020,FIRE_TV,india,2078167924,vod,-1
1785064020,IPHONE,india,21321612,vod,1
1785064020,Mweb,india,21146802,vod,1
1785064020,IPHONE,india,21180564,vod,1
1785064020,Mweb,india,2078157689,vod,1
1785064020,ANDROID_PHONE,india,21330664,vod,-1
1785064020,JIO_ANDROID_TV,india,21330858,vod,1
1785064020,SAMSUNG_HTML_TV,india,2078157802,vod,-1
1785064020,ANDROID_PHONE,india,2049022902,vod,1
1785064020,ANDROID_TAB,india,2078157821,live,1
1785064020,XIAOMI_ANDROID_TV,india,21360865,vod,1
1785064020,ANDROID_PHONE,india,2078158024,vod,1
1785064020,ANDROID_PHONE,india,21329715,vod,-1
1785064020,JIO_ANDROID_TV,india,2078168807,vod,1
1785064020,XIAOMI_ANDROID_TV,india,2078158577,vod,1
1785064020,SONY_ANDROID_TV,india,2048986189,vod,-1
1785064020,JIO_ANDROID_TV,india,2048988622,vod,-1
1785064020,Mweb,india,2078158543,vod,1
1785064020,JIO_ANDROID_TV,india,2078158309,vod,1
1785064020,IPHONE,india,2078158481,vod,-1
1785064020,ANDROID_PHONE,india,2078157583,vod,1
1785064320,SAMSUNG_HTML_TV,india,2078158760,vod,-1
1785064320,ANDROID_PHONE,india,2078158478,vod,1
1785064320,ANDROID_PHONE,india,21312683,vod,-1
1785064320,Mweb,india,2078158511,vod,-1
1785064320,ANDROID_PHONE,india,21179542,vod,-1
1785064320,ANDROID_PHONE,india,2078157818,live,-3
1785064320,ANDROID_PHONE,india,2078158760,vod,-1
1785064320,IPHONE,india,21326406,vod,1
1785064320,ANDROID_PHONE,india,2078157821,live,1
1785064320,SAMSUNG_HTML_TV,india,21311842,vod,1
1785064320,ANDROID_PHONE,india,2078168104,vod,-1
1785064320,SONY_ANDROID_TV,india,21019519,vod,-1
1785064320,ANDROID_PHONE,india,2049027297,vod,1
1785064320,ANDROID_PHONE,india,2049046051,vod,1
1785064320,ANDROID_PHONE,india,2078157432,vod,-1
1785064320,ANDROID_PHONE,india,2078158008,vod,-1
1785064320,IPHONE,india,2078157818,live,-3
1785064320,ANDROID_PHONE,india,2078158005,vod,2
1785064320,ANDROID_PHONE,india,21312707,vod,-1
1785064320,ANDROID_PHONE,india,2078158763,vod,1
1785064320,ANDROID_PHONE,india,21105069,vod,1
1785064320,ANDROID_PHONE,india,2078158543,vod,-1
1785064320,ANDROID_PHONE,india,21320054,vod,1
1785064320,ANDROID_PHONE,india,2078167889,vod,1
1785064320,IPHONE,india,2078158005,vod,-1
1785064320,ANDROID_PHONE,india,2078158824,live,8
1785064320,ANDROID_PHONE,india,2078158188,vod,-1
1785064320,SONY_ANDROID_TV,india,21165010,vod,-1
1785064320,ANDROID_PHONE,india,2048979097,vod,1
1785064320,ANDROID_PHONE,india,21330415,vod,-1
1785064320,ANDROID_PHONE,india,2078156844,vod,-1
1785064320,SAMSUNG_HTML_TV,india,21300948,vod,1
1785064320,IPHONE,india,2078158190,vod,1
1785064320,ANDROID_PHONE,india,2048990445,vod,-1
1785064320,IPHONE,india,2078158762,vod,2
1785064320,ANDROID_PHONE,india,2078158738,vod,2
1785064320,ANDROID_PHONE,india,21164709,vod,-1
1785064320,ANDROID_PHONE,india,21330679,vod,-1
1785064320,Mweb,india,21330203,vod,-1
1785064320,IPHONE,india,2078164714,vod,1
1785064320,ANDROID_PHONE,india,2078158759,vod,-2
1785064320,ANDROID_PHONE,india,21180215,vod,2
1785064320,JIO_ANDROID_TV,india,2048978970,vod,-1
1785064320,XIAOMI_ANDROID_TV,india,2078158511,vod,1
1785064320,ANDROID_PHONE,india,2078168459,vod,-1
1785064320,ANDROID_PHONE,india,2049033448,vod,-1
1785064320,SONY_ANDROID_TV,india,2078158760,vod,-1
1785064320,ANDROID_PHONE,india,21320137,vod,-1
1785064320,SONY_ANDROID_TV,india,21110313,vod,1
1785064320,IPHONE,india,2078158738,vod,-1
1785064320,ANDROID_PHONE,india,20973235,vod,-1
1785064320,IPHONE,india,2078158511,vod,-2
1785064320,IPHONE,india,21330607,,-1
1785064320,SAMSUNG_HTML_TV,india,2078157818,live,-1
1785064320,XIAOMI_ANDROID_TV,india,2048990957,vod,1
1785064320,ANDROID_PHONE,india,2078158762,vod,1
1785064320,IPHONE,india,2078158637,vod,1
1785064320,SONY_ANDROID_TV,india,2078157818,live,-3
1785064320,ANDROID_PHONE,india,2078158754,vod,-4
1785064320,ANDROID_PHONE,india,21330407,vod,-1
1785064320,ANDROID_PHONE,india,2078157158,vod,-1
1785064320,ANDROID_PHONE,india,2078157391,vod,-1
1785064320,ANDROID_PHONE,india,2078158511,vod,-1
1785064320,IPHONE,india,20989113,vod,-1
1785064320,IPHONE,india,21316253,vod,-1
1785064320,ANDROID_PHONE,india,21021223,vod,1
1785064320,ANDROID_PHONE,india,21353487,vod,1
1785064320,ANDROID_PHONE,india,2078158479,vod,1
1785064320,SONY_ANDROID_TV,india,2078158740,,-1
1785064320,ANDROID_PHONE,india,2078158161,vod,-1
1785064320,ANDROID_PHONE,india,21270348,vod,1
1785064320,JIO_ANDROID_TV,india,21351326,vod,-1
1785064320,ANDROID_PHONE,india,2049030722,vod,-1
1785064320,ANDROID_PHONE,india,2078158385,vod,-1
1785064320,ANDROID_PHONE,india,2078158190,vod,-1
1785064320,ANDROID_PHONE,india,2078158481,vod,1
1785064320,IPHONE,india,2078157244,vod,-1
1785064320,ANDROID_PHONE,india,21020682,vod,-1
1785064320,Mweb,india,2078158759,vod,1
1785064320,IPHONE,india,21353578,vod,-1
1785064320,IPHONE,india,2078158543,vod,2
1785064320,ANDROID_PHONE,india,21274410,vod,1
1785064320,SONY_ANDROID_TV,india,2048986805,vod,1
1785064320,ANDROID_PHONE,india,2049041653,vod,-1
1785064320,ANDROID_PHONE,india,21068872,,1
1785064320,ANDROID_PHONE,india,2078156987,vod,-1
1785064320,ANDROID_PHONE,india,21169856,vod,-1
1785064320,IPHONE,india,21353478,vod,1
1785064320,ANDROID_PHONE,india,21020168,vod,1
1785064320,XIAOMI_ANDROID_TV,india,2078157893,vod,1
1785064320,ANDROID_PHONE,india,21215922,vod,1
1785064320,ANDROID_PHONE,india,21311622,vod,-1
1785064320,LG_HTML_TV,india,2078157958,vod,-1
1785064320,ANDROID_PHONE,india,21330402,vod,-1
1785064320,ANDROID_PHONE,india,2078168353,vod,1
1785064320,ANDROID_PHONE,india,21320238,vod,1
1785064320,ANDROID_PHONE,india,21330393,vod,-1
1785064320,ANDROID_PHONE,india,21320336,vod,-1
1785064320,Mweb,india,2078157683,live,-1
1785064320,SONY_ANDROID_TV,india,2078158120,vod,-1
1785064320,ANDROID_PHONE,india,2049047424,vod,-1
1785064320,ANDROID_PHONE,india,2049035875,vod,-1
1785064320,SONY_ANDROID_TV,india,2049044449,vod,-1
1785064320,ANDROID_PHONE,india,2078157893,vod,-1
1785064320,ANDROID_PHONE,india,2078157161,vod,-1
1785064320,SONY_ANDROID_TV,india,2078158222,vod,1
1785064320,ANDROID_PHONE,india,21057185,vod,-1
1785064320,ANDROID_PHONE,india,2078158540,vod,-2
1785064320,JIO_ANDROID_TV,india,20994929,vod,-1
1785064320,ANDROID_PHONE,india,21306032,vod,-1
1785064320,IPHONE,india,2078158385,vod,-1
1785064320,ANDROID_PHONE,india,21009180,vod,1
1785064320,ANDROID_PHONE,india,2078157578,vod,1
1785064320,IPHONE,india,2049031718,vod,-1
1785064320,JIO_ANDROID_TV,india,21314914,vod,-1
1785064320,ANDROID_PHONE,india,21271301,vod,1
1785064320,IPHONE,india,21326749,vod,-1
1785064320,SONY_ANDROID_TV,india,2048993834,vod,-1
1785064320,ANDROID_PHONE,india,21316468,vod,1
1785064320,ANDROID_PHONE,india,21325718,vod,1
1785064320,IPHONE,india,21105068,vod,-1
1785064320,IPHONE,india,2078158496,vod,-1
1785064320,FIRE_TV,india,2078158479,vod,-1
1785064320,ANDROID_PHONE,india,2078158237,vod,2
1785064320,ANDROID_PHONE,india,21321671,vod,1
1785064320,IPHONE,india,2078157848,vod,-1
1785064320,IPHONE,india,2078158845,vod,1
1785064320,ANDROID_PHONE,india,21026482,vod,1
1785064320,SONY_ANDROID_TV,india,2078169586,vod,-1
